  1.000000000000000E-005   400.977553131879     
  1.002305468890317E-005   401.447814572244     
  1.004616252967439E-005   401.918335849725     
  1.006932364485362E-005   402.389119469569     
  1.009253815726338E-005   402.860167931848     
  1.011580619000929E-005   403.331483722355     
  1.013912786648085E-005   403.803069328029     
  1.016250331035196E-005   404.274927224043     
  1.018593264558172E-005   404.747059879157     
  1.020941599641498E-005   405.219469755322     
  1.023295348738302E-005   405.692159305450     
  1.025654524330426E-005   406.165130976808     
  1.028019138928482E-005   406.638387210138     
  1.030389205071934E-005   407.111930436409     
  1.032764735329145E-005   407.585763078793     
  1.035145742297465E-005   408.059887556591     
  1.037532238603275E-005   408.534306280279     
  1.039924236902076E-005   409.009021653076     
  1.042321749878542E-005   409.484036061365     
  1.044724790246587E-005   409.959351904502     
  1.047133370749445E-005   410.434971558939     
  1.049547504159720E-005   410.910897395673     
  1.051967203279472E-005   411.387131781929     
  1.054392480940266E-005   411.863677074763     
  1.056823350003258E-005   412.340535624747     
  1.059259823359253E-005   412.817709775936     
  1.061701913928770E-005   413.295201867070     
  1.064149634662124E-005   413.773014221259     
  1.066602998539479E-005   414.251149165098     
  1.069062018570933E-005   414.729609008142     
  1.071526707796567E-005   415.208396061696     
  1.073997079286535E-005   415.687512618957     
  1.076473146141124E-005   416.166960973300     
  1.078954921490813E-005   416.646743414883     
  1.081442418496366E-005   417.126862214520     
  1.083935650348879E-005   417.607319643324     
  1.086434630269865E-005   418.088117966016     
  1.088939371511315E-005   418.569259427258     
  1.091449887355775E-005   419.050746292700     
  1.093966191116416E-005   419.532580786172     
  1.096488296137093E-005   420.014765148060     
  1.099016215792435E-005   420.497301602004     
  1.101549963487898E-005   420.980192364613     
  1.104089552659851E-005   421.463439655876     
  1.106634996775632E-005   421.947045665113     
  1.109186309333634E-005   422.431012595180     
  1.111743503863370E-005   422.915342639267     
  1.114306593925538E-005   423.400037971832     
  1.116875593112111E-005   423.885100771499     
  1.119450515046384E-005   424.370533206422     
  1.122031373383075E-005   424.856337436340     
